"placa;fecha;hora;ingreso;;;;;;;;"
"QSH 773;02/03/2017;15:19:37;E;;;;;;;;"
"EGS 982;02/03/2017;15:23:38;E;;;;;;;;"
"MNB 831;02/03/2017;15:23:49;E;;;;;;;;"
"XLS 890;02/03/2017;15:29:51;S;;;;;;;;"
"RHM 529;02/03/2017;15:32:27;S;;;;;;;;"
"QVQ 734;02/03/2017;15:53:36;S;;;;;;;;"
"FFS 152;02/03/2017;15:58:59;E;;;;;;;;"
"ZIZ 829;02/03/2017;16:00:28;E;;;;;;;;"
"KLL 245;02/03/2017;16:40:13;S;;;;;;;;"
"RYY 139;02/03/2017;16:43:05;S;;;;;;;;"
"OVY 139;02/03/2017;16:54:48;E;;;;;;;;"
"IAU 322;02/03/2017;16:57:54;E;;;;;;;;"
"DBF 586;02/03/2017;17:12:14;E;;;;;;;;"
"UHT 350;02/03/2017;17:14:07;E;;;;;;;;"
"FWH 785;02/03/2017;17:14:22;S;;;;;;;;"
"GES 145;02/03/2017;17:16:27;E;;;;;;;;"
"NIV 227;02/03/2017;17:27:49;E;;;;;;;;"
"FES 616;02/03/2017;17:29:36;E;;;;;;;;"
"KXD 314;02/03/2017;17:32:24;S;;;;;;;;"
"IDZ 956;02/03/2017;17:42:36;E;;;;;;;;"
"EII 198;02/03/2017;17:46:36;E;;;;;;;;"
"MHV 871;02/03/2017;17:52:35;S;;;;;;;;"
"UJD 843;02/03/2017;18:10:25;S;;;;;;;;"
"FMX 189;02/03/2017;18:22:58;S;;;;;;;;"
"CLM 339;02/03/2017;18:26:17;E;;;;;;;;"
"UMY 957;02/03/2017;18:27:53;E;;;;;;;;"
"ENS 290;02/03/2017;18:36:41;S;;;;;;;;"
"XPS 778;02/03/2017;18:42:10;S;;;;;;;;"
"DQG 620;02/03/2017;18:43:03;E;;;;;;;;"
"WQN 289;02/03/2017;18:47:16;E;;;;;;;;"
"MJM 968;02/03/2017;18:56:58;E;;;;;;;;"
"CTP 368;02/03/2017;19:09:01;S;;;;;;;;"
"WFV 200;02/03/2017;19:16:24;E;;;;;;;;"
"VMJ 916;02/03/2017;19:17:06;E;;;;;;;;"
"NPK 999;02/03/2017;19:32:02;E;;;;;;;;"
"JLK 895;02/03/2017;19:32:42;S;;;;;;;;"
"JTP 593;02/03/2017;19:35:58;E;;;;;;;;"
"FES 616;02/03/2017;19:36:14;S;;;;;;;;"
"KTU 617;02/03/2017;19:37:14;S;;;;;;;;"
"VSK 574;02/03/2017;19:43:30;E;;;;;;;;"
"TGM 277;02/03/2017;19:46:47;E;;;;;;;;"
"KUF 089;02/03/2017;19:46:59;E;;;;;;;;"
"DTE 315;02/03/2017;19:47:58;S;;;;;;;;"
"KFZ 247;02/03/2017;19:48:22;S;;;;;;;;"
"LUZ 537;02/03/2017;19:49:02;E;;;;;;;;"
"SUH 465;02/03/2017;19:49:27;S;;;;;;;;"
"BXP 393;02/03/2017;19:58:02;S;;;;;;;;"
"TRN 591;02/03/2017;20:01:01;E;;;;;;;;"
"BLW 552;02/03/2017;20:01:28;E;;;;;;;;"
"LWJ 814;02/03/2017;20:05:21;E;;;;;;;;"
"QLB 862;02/03/2017;20:14:36;S;;;;;;;;"
"GHT 311;02/03/2017;20:32:53;E;;;;;;;;"
"TXV 782;02/03/2017;20:33:43;S;;;;;;;;"
"KUY 833;02/03/2017;20:40:36;E;;;;;;;;"
"KIB 578;02/03/2017;20:44:32;S;;;;;;;;"
"XPC 584;02/03/2017;20:49:13;E;;;;;;;;"
"FCG 266;02/03/2017;20:51:08;S;;;;;;;;"
"AAK 649;02/03/2017;20:51:46;E;;;;;;;;"
"AYL 829;02/03/2017;20:57:59;E;;;;;;;;"
"SQM 287;02/03/2017;21:14:07;E;;;;;;;;"
"OTX 623;02/03/2017;21:15:15;E;;;;;;;;"
"REC 741;02/03/2017;21:32:27;S;;;;;;;;"
"MEQ 510;02/03/2017;21:45:11;E;;;;;;;;"
"XTQ 388;02/03/2017;21:47:03;S;;;;;;;;"
"QTV 193;02/03/2017;21:48:21;S;;;;;;;;"
"EFN 564;02/03/2017;21:50:31;E;;;;;;;;"
"RQT 969;02/03/2017;21:55:13;E;;;;;;;;"
"HGZ 635;02/03/2017;21:55:25;S;;;;;;;;"
"BUO 117;02/03/2017;21:55:36;S;;;;;;;;"
"AIK 988;02/03/2017;21:56:36;S;;;;;;;;"
"URL 234;02/03/2017;22:14:08;E;;;;;;;;"
"QHX 217;02/03/2017;22:16:41;S;;;;;;;;"
"TXP 605;02/03/2017;22:21:44;E;;;;;;;;"
"RXW 126;02/03/2017;22:32:10;E;;;;;;;;"
"BLO 938;02/03/2017;22:33:35;E;;;;;;;;"
"TMG 695;02/03/2017;22:34:54;S;;;;;;;;"
"EFN 564;02/03/2017;22:36:40;S;;;;;;;;"
"HQB 791;02/03/2017;22:39:16;S;;;;;;;;"
"VYK 993;02/03/2017;22:46:22;S;;;;;;;;"
"XAA 808;02/03/2017;22:47:31;S;;;;;;;;"
"RQT 969;02/03/2017;22:59:48;S;;;;;;;;"
"BJB 653;02/03/2017;23:11:16;S;;;;;;;;"
"CAB 319;02/03/2017;23:12:17;E;;;;;;;;"
"ZSC 051;02/03/2017;23:13:27;E;;;;;;;;"
"ONT 236;02/03/2017;23:19:09;E;;;;;;;;"
"KHK 216;02/03/2017;23:22:54;E;;;;;;;;"
"KKR 544;02/03/2017;23:24:37;E;;;;;;;;"
"KCZ 961;02/03/2017;23:29:25;E;;;;;;;;"
"WDY 531;02/03/2017;23:30:54;S;;;;;;;;"
"GPO 962;02/03/2017;23:42:46;E;;;;;;;;"
"JXO 935;02/03/2017;23:52:48;E;;;;;;;;"
"TIG 006;02/03/2017;23:54:13;S;;;;;;;;"
"UNH 267;02/04/2017;00:01:11;S;;;;;;;;"
"CWM 077;02/04/2017;00:08:04;S;;;;;;;;"
"LSJ 021;02/04/2017;01:18:35;S;;;;;;;;"
"AIN 156;02/04/2017;01:21:44;S;;;;;;;;"
"EBO 588;02/04/2017;02:25:29;S;;;;;;;;"
"CJY 813;02/04/2017;02:28:20;S;;;;;;;;"
"TED 591;02/04/2017;02:31:00;S;;;;;;;;"
"JPF 297;02/04/2017;02:54:40;S;;;;;;;;"
"UHT 350;02/04/2017;03:49:22;S;;;;;;;;"
"PEL 769;02/04/2017;03:59:46;S;;;;;;;;"
"FKB 287;02/04/2017;05:18:49;S;;;;;;;;"
"FUM 373;02/04/2017;07:06:50;S;;;;;;;;"
"GWW 928;02/04/2017;07:22:21;S;;;;;;;;"
"UTS 732;02/04/2017;07:30:18;S;;;;;;;;"
"AIK 988;02/04/2017;08:06:13;S;;;;;;;;"
"UCM 823;02/04/2017;08:16:02;S;;;;;;;;"
"SKD 239;02/04/2017;08:37:31;S;;;;;;;;"
"OET 911;03/03/2017;00:03:55;E;;;;;;;;"
"GNI 851;03/03/2017;00:09:11;E;;;;;;;;"
"BAH 966;03/03/2017;00:12:36;E;;;;;;;;"
"GHT 311;03/03/2017;00:16:23;S;;;;;;;;"
"XQM 891;03/03/2017;00:20:48;E;;;;;;;;"
"PJH 453;03/03/2017;00:23:22;S;;;;;;;;"
"RHM 529;03/03/2017;00:31:45;E;;;;;;;;"
"IDZ 956;03/03/2017;00:37:20;S;;;;;;;;"
"LTQ 448;03/03/2017;00:39:03;E;;;;;;;;"
"GRN 861;03/03/2017;00:42:05;E;;;;;;;;"
"LBD 449;03/03/2017;00:47:46;S;;;;;;;;"
"YSI 198;03/03/2017;00:51:30;E;;;;;;;;"
"XNU 344;03/03/2017;00:55:41;E;;;;;;;;"
"SHO 225;03/03/2017;01:03:59;E;;;;;;;;"
"VUX 097;03/03/2017;01:04:13;E;;;;;;;;"
"PUL 406;03/03/2017;01:05:06;S;;;;;;;;"
"XGZ 068;03/03/2017;01:08:09;S;;;;;;;;"
"FNN 773;03/03/2017;01:14:25;S;;;;;;;;"
"SQM 287;03/03/2017;01:14:48;E;;;;;;;;"
"DWM 401;03/03/2017;01:21:06;S;;;;;;;;"
"PXQ 267;03/03/2017;01:22:11;E;;;;;;;;"
"CRV 013;03/03/2017;01:28:11;S;;;;;;;;"
"ZVK 478;03/03/2017;01:29:24;E;;;;;;;;"
"VLI 398;03/03/2017;01:40:54;S;;;;;;;;"
"MIB 955;03/03/2017;01:47:39;E;;;;;;;;"
"KUF 089;03/03/2017;01:52:06;S;;;;;;;;"
"THJ 342;03/03/2017;01:54:47;E;;;;;;;;"
"DOT 015;03/03/2017;02:10:12;S;;;;;;;;"
"ZYR 828;03/03/2017;02:19:02;E;;;;;;;;"
"IZP 943;03/03/2017;02:29:39;S;;;;;;;;"
"QWO 872;03/03/2017;02:48:04;E;;;;;;;;"
"QWD 340;03/03/2017;02:50:39;E;;;;;;;;"
"QYV 178;03/03/2017;02:57:04;E;;;;;;;;"
"VWE 470;03/03/2017;02:59:51;S;;;;;;;;"
"QSH 773;03/03/2017;03:03:46;S;;;;;;;;"
"PZD 681;03/03/2017;03:03:55;E;;;;;;;;"
"IGU 953;03/03/2017;03:07:04;E;;;;;;;;"
"ZHW 957;03/03/2017;03:12:45;S;;;;;;;;"
"CFZ 028;03/03/2017;03:13:19;S;;;;;;;;"
"RQE 971;03/03/2017;03:14:16;E;;;;;;;;"
"AYL 829;03/03/2017;03:22:33;E;;;;;;;;"
"AYL 829;03/03/2017;03:26:53;S;;;;;;;;"
"IMX 305;03/03/2017;03:30:02;E;;;;;;;;"
"EWO 133;03/03/2017;03:40:33;E;;;;;;;;"
"ULS 948;03/03/2017;03:40:43;E;;;;;;;;"
"ZVK 478;03/03/2017;03:41:08;S;;;;;;;;"
"AJF 594;03/03/2017;03:57:09;E;;;;;;;;"
"NBH 113;03/03/2017;03:59:16;S;;;;;;;;"
"AKA 426;03/03/2017;04:07:39;E;;;;;;;;"
"NLK 856;03/03/2017;04:17:06;E;;;;;;;;"
"IMT 959;03/03/2017;04:19:43;S;;;;;;;;"
"CTP 368;03/03/2017;04:25:15;S;;;;;;;;"
"XHJ 852;03/03/2017;04:27:58;E;;;;;;;;"
"UXD 864;03/03/2017;04:27:59;E;;;;;;;;"
"XLS 890;03/03/2017;04:28:14;E;;;;;;;;"
"AAK 649;03/03/2017;04:34:21;S;;;;;;;;"
"GQI 739;03/03/2017;04:43:31;S;;;;;;;;"
"OET 911;03/03/2017;04:43:45;E;;;;;;;;"
"KKR 544;03/03/2017;04:51:59;S;;;;;;;;"
"WTY 194;03/03/2017;04:54:56;S;;;;;;;;"
"UNU 683;03/03/2017;04:56:51;E;;;;;;;;"
"IMT 959;03/03/2017;04:58:41;E;;;;;;;;"
"IGU 953;03/03/2017;04:59:51;E;;;;;;;;"
"FOX 859;03/03/2017;05:02:26;S;;;;;;;;"
"MNB 831;03/03/2017;05:07:25;S;;;;;;;;"
"UMY 957;03/03/2017;05:11:08;S;;;;;;;;"
"XPC 584;03/03/2017;05:13:56;S;;;;;;;;"
"HBP 527;03/03/2017;05:35:29;S;;;;;;;;"
"PBH 815;03/03/2017;05:40:53;E;;;;;;;;"
"EGO 382;03/03/2017;05:42:26;S;;;;;;;;"
"VJH 018;03/03/2017;05:42:33;S;;;;;;;;"
"MNW 195;03/03/2017;05:49:13;E;;;;;;;;"
"YUU 794;03/03/2017;05:56:49;E;;;;;;;;"
"XET 934;03/03/2017;05:57:22;S;;;;;;;;"
"DER 930;03/03/2017;06:04:15;E;;;;;;;;"
"NPS 183;03/03/2017;06:05:00;S;;;;;;;;"
"PUZ 641;03/03/2017;06:06:18;S;;;;;;;;"
"KHK 216;03/03/2017;06:07:13;E;;;;;;;;"
"EOC 495;03/03/2017;06:08:33;E;;;;;;;;"
"FBP 333;03/03/2017;06:19:06;E;;;;;;;;"
"OGP 789;03/03/2017;06:23:37;E;;;;;;;;"
"WQX 123;03/03/2017;06:25:46;E;;;;;;;;"
"NZG 521;03/03/2017;06:30:00;E;;;;;;;;"
"QFF 087;03/03/2017;06:38:18;E;;;;;;;;"
"TXR 557;03/03/2017;06:47:05;S;;;;;;;;"
"BLO 938;03/03/2017;06:52:21;S;;;;;;;;"
"EHV 413;03/03/2017;06:58:02;E;;;;;;;;"
"KKR 544;03/03/2017;07:05:06;S;;;;;;;;"
"OJP 652;03/03/2017;07:08:14;E;;;;;;;;"
"NZG 521;03/03/2017;07:10:46;E;;;;;;;;"
"NPK 999;03/03/2017;07:14:56;S;;;;;;;;"
"UXD 864;03/03/2017;07:22:52;E;;;;;;;;"
"EYD 558;03/03/2017;07:25:02;E;;;;;;;;"
"QFC 454;03/03/2017;07:25:35;E;;;;;;;;"
"GRN 861;03/03/2017;07:30:34;S;;;;;;;;"
"UEN 356;03/03/2017;07:36:17;E;;;;;;;;"
"VZK 579;03/03/2017;07:36:39;S;;;;;;;;"
"QOH 593;03/03/2017;07:37:49;E;;;;;;;;"
"YTW 247;03/03/2017;07:38:20;E;;;;;;;;"
"NMR 210;03/03/2017;07:38:43;E;;;;;;;;"
"CRZ 024;03/03/2017;07:48:47;E;;;;;;;;"
"DFG 816;03/03/2017;07:57:34;E;;;;;;;;"
"QSS 596;03/03/2017;08:00:28;E;;;;;;;;"
"EWR 741;03/03/2017;08:11:47;S;;;;;;;;"
"XHJ 852;03/03/2017;08:14:38;S;;;;;;;;"
"OET 911;03/03/2017;08:16:39;S;;;;;;;;"
"OET 911;03/03/2017;08:25:43;S;;;;;;;;"
"NOS 498;03/03/2017;08:32:51;E;;;;;;;;"
"XKP 495;03/03/2017;08:37:43;E;;;;;;;;"
"EFN 564;03/03/2017;08:38:18;E;;;;;;;;"
"MCK 039;03/03/2017;08:45:03;E;;;;;;;;"
"QFJ 268;03/03/2017;08:53:04;E;;;;;;;;"
"QWO 872;03/03/2017;08:55:43;S;;;;;;;;"
"ONT 236;03/03/2017;08:58:24;S;;;;;;;;"
"DER 930;03/03/2017;09:03:47;S;;;;;;;;"
"GWR 136;03/03/2017;09:05:48;E;;;;;;;;"
"DAM 163;03/03/2017;09:12:12;E;;;;;;;;"
"HGZ 635;03/03/2017;09:18:05;E;;;;;;;;"
"NFQ 067;03/03/2017;09:18:16;S;;;;;;;;"
"XET 834;03/03/2017;09:20:09;S;;;;;;;;"
"VYK 993;03/03/2017;09:25:57;E;;;;;;;;"
"ANW 825;03/03/2017;09:27:28;S;;;;;;;;"
"RRH 435;03/03/2017;09:38:28;E;;;;;;;;"
"IAU 322;03/03/2017;09:43:24;S;;;;;;;;"
"JGM 363;03/03/2017;09:45:28;E;;;;;;;;"
"WFT 629;03/03/2017;09:48:46;S;;;;;;;;"
"YXJ 408;03/03/2017;09:48:58;E;;;;;;;;"
"FDH 940;03/03/2017;09:50:15;E;;;;;;;;"
"CDQ 206;03/03/2017;09:50:23;E;;;;;;;;"
"TRG 840;03/03/2017;09:50:44;S;;;;;;;;"
"YOE 482;03/03/2017;09:55:12;E;;;;;;;;"
"MGP 737;03/03/2017;09:59:06;E;;;;;;;;"
"NOS 176;03/03/2017;10:03:10;E;;;;;;;;"
"HFI 362;03/03/2017;10:13:13;E;;;;;;;;"
"CLP 618;03/03/2017;10:13:53;S;;;;;;;;"
"EII 198;03/03/2017;10:13:59;S;;;;;;;;"
"PMH 796;03/03/2017;10:15:18;E;;;;;;;;"
"ACB 078;03/03/2017;10:29:49;E;;;;;;;;"
"NVT 491;03/03/2017;10:37:08;S;;;;;;;;"
"XVD 384;03/03/2017;10:41:03;E;;;;;;;;"
"NIV 227;03/03/2017;10:48:16;S;;;;;;;;"
"GKO 809;03/03/2017;10:48:36;E;;;;;;;;"
"OTX 623;03/03/2017;10:50:00;S;;;;;;;;"
"PEF 023;03/03/2017;10:52:24;E;;;;;;;;"
"HPZ 463;03/03/2017;10:56:15;S;;;;;;;;"
"QOH 593;03/03/2017;10:57:36;S;;;;;;;;"
"ANW 825;03/03/2017;10:59:04;E;;;;;;;;"
"ZVF 000;03/03/2017;11:03:27;E;;;;;;;;"
"YIC 497;03/03/2017;11:04:52;E;;;;;;;;"
"YAP 058;03/03/2017;11:08:24;S;;;;;;;;"
"BLW 552;03/03/2017;11:16:27;S;;;;;;;;"
"DQG 620;03/03/2017;11:22:18;S;;;;;;;;"
"TOD 854;03/03/2017;11:28:51;S;;;;;;;;"
"AJF 594;03/03/2017;11:28:55;S;;;;;;;;"
"JXO 935;03/03/2017;11:29:58;S;;;;;;;;"
"FUJ 981;03/03/2017;11:31:30;E;;;;;;;;"
"IGU 953;03/03/2017;11:33:43;S;;;;;;;;"
"FDH 940;03/03/2017;11:34:57;S;;;;;;;;"
"XKP 495;03/03/2017;11:41:57;S;;;;;;;;"
"VHN 438;03/03/2017;11:46:43;S;;;;;;;;"
"GKO 809;03/03/2017;11:52:04;E;;;;;;;;"
"THJ 342;03/03/2017;11:52:24;E;;;;;;;;"
"EVZ 811;03/03/2017;11:53:46;E;;;;;;;;"
"PEF 023;03/03/2017;11:56:21;S;;;;;;;;"
"WQQ 366;03/03/2017;12:06:57;E;;;;;;;;"
"YXJ 408;03/03/2017;12:07:02;S;;;;;;;;"
"OIZ 414;03/03/2017;12:09:07;E;;;;;;;;"
"SUH 465;03/03/2017;12:13:56;S;;;;;;;;"
"KUY 833;03/03/2017;12:21:16;S;;;;;;;;"
"EUU 938;03/03/2017;12:26:29;E;;;;;;;;"
"IAT 728;03/03/2017;12:33:37;E;;;;;;;;"
"AZX 325;03/03/2017;12:37:51;E;;;;;;;;"
"BAH 966;03/03/2017;12:44:03;S;;;;;;;;"
"TRG 840;03/03/2017;12:48:38;E;;;;;;;;"
"AKA 426;03/03/2017;12:50:59;S;;;;;;;;"
"IAT 728;03/03/2017;12:55:11;S;;;;;;;;"
"YKT 457;03/03/2017;12:55:40;E;;;;;;;;"
"PJH 453;03/03/2017;12:55:56;S;;;;;;;;"
"OTO 440;03/03/2017;12:57:45;S;;;;;;;;"
"LOL 381;03/03/2017;13:06:51;E;;;;;;;;"
"YIC 497;03/03/2017;13:10:04;S;;;;;;;;"
"HMN 570;03/03/2017;13:12:09;E;;;;;;;;"
"LTQ 448;03/03/2017;13:14:37;S;;;;;;;;"
"YNT 417;03/03/2017;13:17:28;S;;;;;;;;"
"YOE 482;03/03/2017;13:19:31;S;;;;;;;;"
"LWJ 814;03/03/2017;13:26:07;S;;;;;;;;"
"FFS 152;03/03/2017;13:27:44;S;;;;;;;;"
"LYB 956;03/03/2017;13:29:57;S;;;;;;;;"
"XET 834;03/03/2017;13:35:39;E;;;;;;;;"
"EVR 192;03/03/2017;13:36:39;E;;;;;;;;"
"EGS 982;03/03/2017;13:49:23;S;;;;;;;;"
"FCI 347;03/03/2017;13:53:41;E;;;;;;;;"
"GWV 255;03/03/2017;14:05:20;E;;;;;;;;"
"QYV 178;03/03/2017;14:11:14;S;;;;;;;;"
"GWY 984;03/03/2017;14:21:54;E;;;;;;;;"
"WQW 671;03/03/2017;14:22:03;E;;;;;;;;"
"IGM 969;03/03/2017;14:24:30;S;;;;;;;;"
"PJH 453;03/03/2017;14:24:47;E;;;;;;;;"
"GPO 962;03/03/2017;14:30:51;S;;;;;;;;"
"MEQ 510;03/03/2017;14:31:35;S;;;;;;;;"
"XHJ 852;03/03/2017;14:32:20;S;;;;;;;;"
"OTX 623;03/03/2017;14:39:00;E;;;;;;;;"
"ACB 078;03/03/2017;14:40:14;S;;;;;;;;"
"STQ 722;03/03/2017;14:45:34;E;;;;;;;;"
"QVQ 734;03/03/2017;14:48:52;E;;;;;;;;"
"RIZ 330;03/03/2017;14:49:38;S;;;;;;;;"
"QJY 907;03/03/2017;14:56:32;E;;;;;;;;"
"GES 145;03/03/2017;14:57:55;S;;;;;;;;"
"WIZ 267;03/03/2017;15:20:55;E;;;;;;;;"
"PJH 453;03/03/2017;15:21:15;E;;;;;;;;"
"MJM 968;03/03/2017;15:35:42;S;;;;;;;;"
"LBD 449;03/03/2017;15:37:42;S;;;;;;;;"
"NWD 838;03/03/2017;15:40:17;E;;;;;;;;"
"ZYA 391;03/03/2017;15:46:00;S;;;;;;;;"
"KNQ 523;03/03/2017;15:51:43;S;;;;;;;;"
"DBF 586;03/03/2017;15:51:53;S;;;;;;;;"
"WSG 589;03/03/2017;15:52:41;S;;;;;;;;"
"OTX 623;03/03/2017;16:00:17;S;;;;;;;;"
"SVU 636;03/03/2017;16:08:12;S;;;;;;;;"
"NOS 176;03/03/2017;16:21:40;S;;;;;;;;"
"WQN 289;03/03/2017;16:31:10;S;;;;;;;;"
"CRZ 024;03/03/2017;16:32:16;S;;;;;;;;"
"NPK 999;03/03/2017;16:37:55;E;;;;;;;;"
"XNU 344;03/03/2017;16:41:30;S;;;;;;;;"
"QFF 087;03/03/2017;16:51:31;S;;;;;;;;"
"IZY 219;03/03/2017;16:53:44;E;;;;;;;;"
"RQE 971;03/03/2017;16:54:14;S;;;;;;;;"
"UNH 267;03/03/2017;17:00:26;E;;;;;;;;"
"WRR 397;03/03/2017;17:01:58;E;;;;;;;;"
"FCI 347;03/03/2017;17:14:23;S;;;;;;;;"
"ZRU 965;03/03/2017;17:15:24;E;;;;;;;;"
"SQX 169;03/03/2017;17:26:47;E;;;;;;;;"
"HXP 178;03/03/2017;17:27:05;S;;;;;;;;"
"DER 930;03/03/2017;17:29:32;S;;;;;;;;"
"LTQ 448;03/03/2017;17:35:01;S;;;;;;;;"
"OKX 921;03/03/2017;17:39:32;S;;;;;;;;"
"SHG 940;03/03/2017;17:40:11;E;;;;;;;;"
"EIU 411;03/03/2017;17:50:16;S;;;;;;;;"
"SVN 151;03/03/2017;18:04:07;E;;;;;;;;"
"YKT 457;03/03/2017;18:07:01;S;;;;;;;;"
"WQQ 366;03/03/2017;18:18:13;S;;;;;;;;"
"ZRU 965;03/03/2017;18:21:41;E;;;;;;;;"
"OQA 123;03/03/2017;18:25:13;E;;;;;;;;"
"WFV 200;03/03/2017;18:31:15;S;;;;;;;;"
"PQB 432;03/03/2017;18:51:03;E;;;;;;;;"
"XZL 147;03/03/2017;18:52:11;E;;;;;;;;"
"YSI 198;03/03/2017;18:58:46;E;;;;;;;;"
"LSJ 021;03/03/2017;19:11:50;E;;;;;;;;"
"GCB 627;03/03/2017;19:22:23;E;;;;;;;;"
"OYW 215;03/03/2017;19:27:35;E;;;;;;;;"
"OYW 215;03/03/2017;19:31:40;S;;;;;;;;"
"WQN 289;03/03/2017;19:34:13;S;;;;;;;;"
"RQT 969;03/03/2017;19:34:34;E;;;;;;;;"
"XJX 090;03/03/2017;19:36:45;E;;;;;;;;"
"YST 012;03/03/2017;19:42:04;S;;;;;;;;"
"GNI 851;03/03/2017;19:43:47;S;;;;;;;;"
"EII 198;03/03/2017;19:47:17;S;;;;;;;;"
"GES 145;03/03/2017;19:47:32;S;;;;;;;;"
"WQW 671;03/03/2017;19:48:17;S;;;;;;;;"
"IDJ 384;03/03/2017;19:49:07;E;;;;;;;;"
"ZYR 828;03/03/2017;20:00:14;S;;;;;;;;"
"UAO 814;03/03/2017;20:21:47;E;;;;;;;;"
"ONT 236;03/03/2017;20:26:58;S;;;;;;;;"
"MAE 308;03/03/2017;20:28:16;E;;;;;;;;"
"UNU 683;03/03/2017;20:32:40;S;;;;;;;;"
"LZM 418;03/03/2017;20:36:41;E;;;;;;;;"
"XUC 884;03/03/2017;20:42:43;E;;;;;;;;"
"IDZ 956;03/03/2017;20:43:41;E;;;;;;;;"
"CZG 625;03/03/2017;20:48:06;E;;;;;;;;"
"IZY 219;03/03/2017;20:55:28;E;;;;;;;;"
"YSI 198;03/03/2017;20:55:56;S;;;;;;;;"
"ZIZ 829;03/03/2017;20:56:50;S;;;;;;;;"
"IMT 959;03/03/2017;20:58:03;S;;;;;;;;"
"VSK 574;03/03/2017;20:59:29;S;;;;;;;;"
"QKU 236;03/03/2017;21:09:50;E;;;;;;;;"
"TXP 605;03/03/2017;21:12:23;S;;;;;;;;"
"TGM 277;03/03/2017;21:14:13;S;;;;;;;;"
"MBD 626;03/03/2017;21:19:24;E;;;;;;;;"
"RXT 080;03/03/2017;21:28:55;S;;;;;;;;"
"BVP 703;03/03/2017;21:33:39;E;;;;;;;;"
"IUC 831;03/03/2017;21:38:16;S;;;;;;;;"
"KXH 499;03/03/2017;21:38:24;E;;;;;;;;"
"XJX 090;03/03/2017;21:43:37;S;;;;;;;;"
"TQQ 671;03/03/2017;21:47:29;E;;;;;;;;"
"KCZ 961;03/03/2017;21:49:28;S;;;;;;;;"
"OQD 321;03/03/2017;21:56:09;E;;;;;;;;"
"LZM 418;03/03/2017;22:04:40;S;;;;;;;;"
"PZD 681;03/03/2017;22:06:23;S;;;;;;;;"
"UHT 350;03/03/2017;22:07:34;S;;;;;;;;"
"HGZ 635;03/03/2017;22:10:52;S;;;;;;;;"
"EEU 958;03/03/2017;22:13:50;E;;;;;;;;"
"VZS 799;03/03/2017;22:20:44;E;;;;;;;;"
"SHO 225;03/03/2017;22:21:21;S;;;;;;;;"
"RHM 529;03/03/2017;22:27:37;S;;;;;;;;"
"UXD 864;03/03/2017;22:37:06;S;;;;;;;;"
"NZG 521;03/03/2017;23:00:21;S;;;;;;;;"
"GWR 136;03/03/2017;23:02:30;S;;;;;;;;"
"OET 911;03/03/2017;23:05:40;E;;;;;;;;"
"TPK 699;03/03/2017;23:10:24;E;;;;;;;;"
"LUZ 537;03/03/2017;23:11:39;S;;;;;;;;"
"FUJ 981;03/03/2017;23:13:01;S;;;;;;;;"
"LOL 381;03/03/2017;23:16:24;S;;;;;;;;"
"EVZ 811;03/03/2017;23:17:04;E;;;;;;;;"
"YTW 247;03/03/2017;23:19:13;E;;;;;;;;"
"CDQ 206;03/03/2017;23:21:20;S;;;;;;;;"
"UMY 957;03/03/2017;23:26:41;E;;;;;;;;"
"UEN 356;03/03/2017;23:28:09;S;;;;;;;;"
"PQB 432;03/03/2017;23:28:48;E;;;;;;;;"
"PQB 432;03/03/2017;23:36:22;S;;;;;;;;"
"RRH 435;03/03/2017;23:37:15;S;;;;;;;;"
"JFD 449;03/03/2017;23:40:53;E;;;;;;;;"
"EOO 349;03/03/2017;23:43:28;E;;;;;;;;"
"RQE 971;03/03/2017;23:44:10;E;;;;;;;;"
"KHK 216;03/03/2017;23:45:44;S;;;;;;;;"
"TRN 591;03/03/2017;23:54:30;S;;;;;;;;"
"IZY 219;03/03/2017;23:55:38;S;;;;;;;;"
"XQM 891;04/03/2017;00:03:27;S;;;;;;;;"
"NPN 350;04/03/2017;00:09:12;E;;;;;;;;"
"RHM 529;04/03/2017;00:17:30;S;;;;;;;;"
"PBH 815;04/03/2017;00:18:31;S;;;;;;;;"
"JKE 120;04/03/2017;00:19:14;E;;;;;;;;"
"NMR 210;04/03/2017;00:20:15;E;;;;;;;;"
"THJ 342;04/03/2017;00:28:44;S;;;;;;;;"
"EUU 938;04/03/2017;00:30:44;E;;;;;;;;"
"CAB 319;04/03/2017;00:32:50;E;;;;;;;;"
"EOO 349;04/03/2017;00:33:13;E;;;;;;;;"
"WQW 671;04/03/2017;00:37:55;E;;;;;;;;"
"TUY 450;04/03/2017;00:40:04;E;;;;;;;;"
"MIB 955;04/03/2017;00:56:14;S;;;;;;;;"
"EVR 192;04/03/2017;00:56:53;S;;;;;;;;"
"MJI 648;04/03/2017;01:01:23;E;;;;;;;;"
"JTP 593;04/03/2017;01:05:42;S;;;;;;;;"
"NLK 856;04/03/2017;01:11:23;S;;;;;;;;"
"TDV 905;04/03/2017;01:12:47;E;;;;;;;;"
"LDR 081;04/03/2017;01:18:14;E;;;;;;;;"
"GNB 027;04/03/2017;01:25:42;E;;;;;;;;"
"QSH 773;04/03/2017;01:37:26;S;;;;;;;;"
"URL 234;04/03/2017;01:37:31;S;;;;;;;;"
"TQQ 671;04/03/2017;01:40:25;S;;;;;;;;"
"ZRU 965;04/03/2017;01:40:33;S;;;;;;;;"
